CLAVE_ENTIDAD;ENTIDAD_FEDERATIVA;city;lat;lng;CLAVE_ENTIDAD;country;iso2;admin_name;capital;population;population_proper
;;Santa María Jalapa del Marqués;16.4401;-95.4434;Mexico;MX;;Oaxaca;minor;13148;13148
;;Tenango de Doria;20.3356;-98.2267;Mexico;MX;;Hidalgo;minor;15793;15793
;;Mazatlán Villa de Flores;18.0167;-96.9167;Mexico;MX;;Oaxaca;minor;13097;13097
;;Maravilla Tenejapa;16.1333;-91.2833;Mexico;MX;7;Chiapas;minor;12945;12945
;;Valparaíso;22.7667;-103.5667;Mexico;MX;;Zacatecas;minor;12919;12919
;;Tapilula;17.25;-93.0167;Mexico;MX;7;Chiapas;minor;12887;12887
;;Sonoita;31.8614;-112.8544;Mexico;MX;;Sonora;minor;12849;12849
;;Maxcanú;20.5833;-89.9833;Mexico;MX;;Yucatán;minor;12621;12621
;;El Fuerte;26.4214;-108.62;Mexico;MX;;Sinaloa;minor;12566;12566
;;Arroyo Seco;21.5472;-99.6883;Mexico;MX;;Querétaro;minor;12493;1425
;;Isla Mujeres;21.2084;-86.7115;Mexico;MX;;Quintana Roo;minor;12491;12491
;;Santa Ana Maya;20;-101.0167;Mexico;MX;;Michoacán de Ocampo;minor;12466;12466
;;San Pedro Jicayán;16.4167;-97.9833;Mexico;MX;;Oaxaca;minor;12387;12387
;;Mecatlán;20.2135;-97.6574;Mexico;MX;;Veracruz;minor;12332;12332
;;Tepeapulco;19.7856;-98.5517;Mexico;MX;;Hidalgo;minor;49850;49850
;;Tzintzuntzán;19.6283;-101.5789;Mexico;MX;;Michoacán de Ocampo;minor;12259;12259
;;Cuichapa;18.7667;-96.8667;Mexico;MX;;Veracruz;minor;12238;12238
;;Tempoal de Sánchez;21.5167;-98.3833;Mexico;MX;;Veracruz;minor;12237;12237
;;Cocotitlán;19.2167;-98.85;Mexico;MX;;México;minor;12142;12142
;;Citlaltépec;21.3435;-97.892;Mexico;MX;;Veracruz;minor;12109;12109
;;San Carlos Yautepec;16.5;-96.1;Mexico;MX;;Oaxaca;minor;12101;12101
;;Tepehuacán de Guerrero;21.0131;-98.8442;Mexico;MX;13;Hidalgo;;27240;27240
;;Balancán;17.8;-91.53;Mexico;MX;;Tabasco;minor;11895;3438
;;Ixtlahuacán de los Membrillos;20.3467;-103.1914;Mexico;MX;;Jalisco;minor;;
;;Abasolo;24.0559;-98.3733;Mexico;MX;;Tamaulipas;minor;11862;11862
;;Villa Aldama;19.65;-97.2333;Mexico;MX;;Veracruz;minor;11760;11760
;;José María Morelos;19.75;-88.7;Mexico;MX;;Quintana Roo;minor;11750;11750
;;Tolcayuca;19.95;-98.9167;Mexico;MX;;Morelos;minor;11746;11746
;;San Nicolás de los Ranchos;19.0667;-98.4833;Mexico;MX;;Puebla;minor;11734;11734
;;Ángel R. Cabada;18.5969;-95.4453;Mexico;MX;;Veracruz;minor;11689;11689
;;Mixtla de Altamirano;18.6;-97;Mexico;MX;;Veracruz;minor;11646;11646
;;Tepetzintla;19.9667;-97.8333;Mexico;MX;;Puebla;minor;11622;11622
;;Huandacareo;19.9906;-101.275;Mexico;MX;;Michoacán de Ocampo;minor;11592;11592
;;Espita;21.0128;-88.3047;Mexico;MX;;Yucatán;minor;11551;11551
;;Tepeji del Río de Ocampo;19.9039;-99.3414;Mexico;MX;13;Hidalgo;;80612;34151
;;Tlacolulan;19.6667;-97;Mexico;MX;;Veracruz;minor;11431;11431
;;Acuítzio del Canje;19.5;-101.3333;Mexico;MX;;Michoacán de Ocampo;minor;11425;11425
;;Santa María Huazolotitlán;16.3014;-97.9125;Mexico;MX;;Oaxaca;minor;11400;11400
;;Santiago Maravatío;20.1667;-101;Mexico;MX;;Guanajuato;minor;6670;6670
;;González;22.8281;-98.4306;Mexico;MX;;Tamaulipas;minor;11212;11212
;;Temamatla;19.2028;-98.87;Mexico;MX;;México;minor;11206;11206
;;Mineral de Angangueo;19.6178;-100.2856;Mexico;MX;;Michoacán de Ocampo;minor;11120;11120
;;Joquicingo;19.0556;-99.5467;Mexico;MX;;México;minor;11042;11042
;;Tezoatlán de Segura y Luna;17.65;-97.8167;Mexico;MX;;Oaxaca;minor;11034;11034
;;Saucillo;28.0333;-105.2833;Mexico;MX;8;Chihuahua;minor;11004;11004
;;Acanceh;20.8133;-89.4524;Mexico;MX;;Yucatán;minor;10968;10968
;;Texcatepec;20.5833;-98.3667;Mexico;MX;;Veracruz;minor;10934;10934
;;Francisco I. Madero;24.4009;-104.3198;Mexico;MX;;Durango;minor;;
;;Totolapan;18.9869;-98.9197;Mexico;MX;;Morelos;minor;10790;10790
;;Gómez Palacio;25.5611;-103.4983;Mexico;MX;;Durango;minor;327985;327985
;;Tlachichilco;20.6217;-98.1994;Mexico;MX;;Veracruz;minor;10729;10729
;;Tezontepec;19.8833;-98.8167;Mexico;MX;13;Hidalgo;minor;10723;10723
;;Soyaniquilpan;19.9892;-99.4361;Mexico;MX;;México;minor;10719;10719
;;Coalcomán de Vázquez Pallares;18.7771;-103.1596;Mexico;MX;;Michoacán de Ocampo;minor;10715;8660
;;Ixtlahuacán del Río;20.8667;-103.25;Mexico;MX;;Jalisco;minor;19070;19070
;;Chilpancingo;17.55;-99.5;Mexico;MX;12;Guerrero;admin;187251;187251
;;Tlanalapa;19.8167;-98.6;Mexico;MX;;Hidalgo;minor;8662;8662
;;Santa Ana;30.5406;-111.1205;Mexico;MX;;Sonora;minor;10593;10593
;;Tenango del Aire;19.1575;-98.8581;Mexico;MX;;México;minor;10578;10578
;;Ciudad Altamirano;18.3583;-100.6667;Mexico;MX;12;Guerrero;minor;24533;24533
;;Coacoatzintla;19.65;-96.9333;Mexico;MX;;Veracruz;minor;10482;10482
;;Jaltenango;15.8725;-92.725;Mexico;MX;7;Chiapas;minor;10427;10427
;;Santiago Suchilquitongo;17.25;-96.8833;Mexico;MX;;Oaxaca;minor;10397;10397
;;Silao;20.9478;-101.4281;Mexico;MX;;Guanajuato;minor;147123;74242
;;General Simón Bolívar;24.6833;-103.2167;Mexico;MX;;Durango;minor;1321;1321
;;Jalostotitlán;21.1674;-102.4639;Mexico;MX;;Jalisco;minor;;
;;Monclova;26.9103;-101.4222;Mexico;MX;5;Coahuila de Zaragoza;minor;231107;216206
;;Hecelchakán;20.1667;-90.1333;Mexico;MX;4;Campeche;minor;10285;10285
;;Chavinda;20.0167;-102.45;Mexico;MX;;Michoacán de Ocampo;minor;10258;10258
;;Tlalixtac de Cabrera;17.0667;-96.65;Mexico;MX;;Oaxaca;minor;10208;10208
;;Tetela del Volcán;18.8931;-98.7297;Mexico;MX;;Morelos;minor;10199;10199
;;Mexicaltzingo;19.2092;-99.5858;Mexico;MX;;México;minor;10161;10161
;;Cuapiaxtla de Madero;18.9167;-97.8167;Mexico;MX;;Puebla;minor;10101;10101
;;Ciudad Tula;23;-99.72;Mexico;MX;;Tamaulipas;minor;10043;10043
;;Pajacuarán;20.1178;-102.5667;Mexico;MX;;Michoacán de Ocampo;minor;10014;10014
;;San Pedro Huamelula;16.0167;-95.6667;Mexico;MX;;Oaxaca;minor;10014;10014
;;Platón Sánchez;21.2833;-98.3667;Mexico;MX;;Veracruz;minor;10009;10009
;;Imuris;30.7667;-110.8333;Mexico;MX;;Sonora;minor;9921;9921
;;Jamay;20.2944;-102.7097;Mexico;MX;;Jalisco;minor;24753;24753
;;Amatenango del Valle;16.5333;-92.4333;Mexico;MX;7;Chiapas;minor;9913;9913
;;Guanaceví;25.932;-105.954;Mexico;MX;;Durango;minor;2908;2908
;;Candelaria;18.1844;-91.0461;Mexico;MX;4;Campeche;minor;9812;9812
;;Jamapa;19.04;-96.24;Mexico;MX;;Veracruz;minor;9772;9772
;;Jesús María;20.6059;-102.2225;Mexico;MX;;Jalisco;minor;;
;;San Gregorio Atzompa;19.0224;-98.3445;Mexico;MX;;Puebla;minor;9671;9671
;;Tepetlán;19.6667;-96.8;Mexico;MX;;Veracruz;minor;9668;9668
;;Xicoténcatl;22.9958;-98.9447;Mexico;MX;;Tamaulipas;minor;9593;9593
;;Indé;25.9119;-105.2222;Mexico;MX;;Durango;minor;659;659
;;Jilotlán de los Dolores;19.3708;-103.0197;Mexico;MX;;Jalisco;minor;9917;9917
;;Halachó;20.4764;-90.0819;Mexico;MX;;Yucatán;minor;9412;9412
;;La Huacana;18.9625;-101.8069;Mexico;MX;;Michoacán de Ocampo;minor;9374;9374
;;Zacualpan de Amilpas;18.7836;-98.7594;Mexico;MX;;Morelos;minor;9370;9370
;;Ecatzingo;18.95;-98.75;Mexico;MX;;México;minor;9369;9369
;;San Pablo Huixtepec;16.8167;-96.7833;Mexico;MX;;Oaxaca;minor;9313;9313
;;Choix;26.7061;-108.3219;Mexico;MX;;Sinaloa;minor;9306;9306
;;Santa Isabel Cholula;19;-98.3667;Mexico;MX;;Puebla;minor;9236;9236
;;Altamirano;16.7361;-92.0389;Mexico;MX;7;Chiapas;minor;9200;9200
;;Amatlán de los Reyes;18.8457;-96.9149;Mexico;MX;;Veracruz;minor;9123;9123
;;Tepechitlán;21.6667;-103.3333;Mexico;MX;;Zacatecas;minor;8972;8972
;;Tzitzio;19.4449;-100.9085;Mexico;MX;;Michoacán de Ocampo;minor;8966;8966
;;Almoloya del Río;19.1586;-99.4886;Mexico;MX;;Morelos;minor;8939;8939
;;Monte Escobedo;22.3;-103.5667;Mexico;MX;;Zacatecas;minor;8929;8929
;;Santa María del Tule;17.0465;-96.6363;Mexico;MX;;Oaxaca;minor;8918;8918
;;Santa Cruz Atizapán;19.1756;-99.4886;Mexico;MX;;México;minor;8909;8909
;;San José de Gracia;22.15;-102.4167;Mexico;MX;1;Aguascalientes;minor;8896;8896
;;Santo Tomás de los Plátanos;19.1817;-100.2589;Mexico;MX;;México;minor;8888;8888
;;Tataltepec de Valdés;16.3064;-97.5461;Mexico;MX;;Oaxaca;minor;8869;8869
;;San Joaquín;20.9833;-99.5;Mexico;MX;;Querétaro;minor;8865;8865
;;Ayapango;19.1264;-98.8028;Mexico;MX;;México;minor;8864;8864
;;Tlacotalpan;18.6167;-95.6667;Mexico;MX;;Veracruz;minor;8853;7600
;;Ahuacatlán;21.0536;-104.4869;Mexico;MX;;Nayarit;minor;8819;8819
;;Santa María Xadani;16.3667;-95.0167;Mexico;MX;;Oaxaca;minor;8795;8795
;;Santa Bárbara;26.8133;-105.8203;Mexico;MX;8;Chihuahua;minor;8765;8765
;;Tlaxcoapan;20.0953;-99.22;Mexico;MX;;Hidalgo;;26758;26758
;;Rayón;19.1481;-99.58;Mexico;MX;;México;minor;8590;8590
;;Ahumada;30.6186;-106.5122;Mexico;MX;8;Chihuahua;minor;8575;8575
;;El Espinal;16.4906;-95.0444;Mexico;MX;;Oaxaca;minor;8575;8575
;;Ayotoxco de Guerrero;20.1;-97.4;Mexico;MX;;Puebla;minor;8558;8558
;;Tepeojuma;18.7167;-98.45;Mexico;MX;;Puebla;minor;8492;8492
;;Morelos;28.4075;-100.8856;Mexico;MX;5;Coahuila de Zaragoza;minor;;
;;Seyé;20.8372;-89.3719;Mexico;MX;;Yucatán;minor;8369;8369
;;San Miguel del Puerto;15.9167;-96.1667;Mexico;MX;;Oaxaca;minor;8362;8362
;;Concordia;23.2883;-106.0675;Mexico;MX;;Sinaloa;minor;8328;8328
;;Texmelucan;16.5833;-97.2;Mexico;MX;;Oaxaca;minor;8323;8323
;;Nopaltepec;19.7819;-98.7125;Mexico;MX;;Morelos;minor;8182;8182
;;Huaniqueo de Morales;19.8946;-101.5122;Mexico;MX;;México;minor;8093;8093
;;Solosuchiapa;17.4;-93.0167;Mexico;MX;7;Chiapas;minor;8082;8082
;;Tacotalpa;17.5931;-92.8258;Mexico;MX;;Tabasco;minor;8071;8071
;;Rafael Lucio;19.5922;-96.9819;Mexico;MX;;Veracruz;minor;8068;8068
;;Albarradas;17.0667;-96.2;Mexico;MX;;Oaxaca;minor;7965;7965
;;Altar;30.7136;-111.8353;Mexico;MX;;Sonora;minor;7927;7927
;;Jocotepec;20.1667;-103.2833;Mexico;MX;;Jalisco;minor;46521;46521
;;El Higo;21.7667;-98.45;Mexico;MX;;Veracruz;minor;7844;7844
;;Mazapa;15.3833;-92.1833;Mexico;MX;7;Chiapas;minor;7769;7769
;;Guerrero;28.5478;-107.4856;Mexico;MX;8;Chihuahua;minor;7751;7751
;;Montecristo;15.7;-92.6;Mexico;MX;7;Chiapas;minor;7682;7682
;;Chapultenango;17.3333;-93.1333;Mexico;MX;7;Chiapas;minor;7644;7644
;;San Pablo Villa de Mitla;16.917;-96.4;Mexico;MX;;Oaxaca;minor;7547;1079
;;Tenabo;20.0333;-90.2167;Mexico;MX;4;Campeche;minor;7543;7543
;;Tula de Allende;20.05;-99.35;Mexico;MX;13;Hidalgo;;103919;103919
;;Manzanillo;19.0522;-104.3158;Mexico;MX;6;Colima;minor;184541;184541
;;Juanacatlán;20.5094;-103.1672;Mexico;MX;;Jalisco;minor;;
;;San Antonino Monteverde;17.5322;-97.7208;Mexico;MX;;Oaxaca;minor;7305;7305
;;Hopelchén;19.7444;-89.8453;Mexico;MX;4;Campeche;minor;7295;7295
;;Huiloapan;18.8167;-97.15;Mexico;MX;;Veracruz;minor;7221;7221
;;Zacualpan;20.4333;-98.35;Mexico;MX;;Veracruz;minor;7194;7194
;;Conkal;21.0733;-89.5208;Mexico;MX;;Yucatán;minor;7173;7173
;;Ciudad Cerralvo;26.0899;-99.6147;Mexico;MX;;Nuevo León;minor;7169;7169
;;Tlalnepantla;19.01;-99;Mexico;MX;;Morelos;minor;7166;7166
;;Kantunilkín;21.1;-87.4833;Mexico;MX;;Quintana Roo;minor;7150;7150
;;Santa Eulalia;28.5939;-105.8878;Mexico;MX;8;Chihuahua;minor;7135;7135
;;La Grandeza;15.5333;-92.2333;Mexico;MX;7;Chiapas;minor;7057;7057
;;San Pablo Huitzo;17.2764;-96.8825;Mexico;MX;;Oaxaca;minor;7024;7024
;;Juchitlán;20.0856;-104.0987;Mexico;MX;;Jalisco;minor;;
;;San Buenaventura;29.8333;-107.4667;Mexico;MX;8;Chihuahua;minor;6957;6957
;;Tumbiscatío de Ruiz;18.5167;-102.383;Mexico;MX;;Michoacán de Ocampo;minor;6947;6947
;;La Barca;20.2903;-102.5456;Mexico;MX;;Jalisco;minor;35345;34449
;;Pinotepa de Don Luis;16.4333;-97.9667;Mexico;MX;;Oaxaca;minor;6893;6893
;;Tomatlán;19.0293;-97.0095;Mexico;MX;;Veracruz;minor;6869;6869
;;Ixtenco;19.2514;-97.8942;Mexico;MX;;Tlaxcala;minor;6791;6791
;;La Huerta;19.4833;-104.65;Mexico;MX;;Jalisco;minor;24563;24563
;;San Juan Mixtepec;17.3;-97.8333;Mexico;MX;;Oaxaca;minor;6680;6680
;;Tenampa;19.25;-96.8833;Mexico;MX;;Veracruz;minor;6677;6677
;;Tarandacuao;20;-100.5333;Mexico;MX;;Guanajuato;minor;;
;;Villa Díaz Ordaz;16.9981;-96.4314;Mexico;MX;;Oaxaca;minor;6646;6646
;;Cosalá;24.4125;-106.6917;Mexico;MX;;Sinaloa;minor;6577;6577
;;Silacayoápam;17.5;-98.1333;Mexico;MX;;Oaxaca;minor;6495;6495
;;Tetecala;18.7167;-99.3833;Mexico;MX;;Morelos;minor;6473;6473
;;Naco;31.3269;-109.9478;Mexico;MX;;Sonora;minor;6401;6401
;;Ixtapan del Oro;19.2614;-100.2628;Mexico;MX;;México;minor;6349;6349
;;Tuzamapan;20.0833;-97.5667;Mexico;MX;;Puebla;minor;6314;6314
;;Huautepec;18.1;-96.7833;Mexico;MX;;Oaxaca;minor;6299;6299
;;Celestún;20.8583;-90.4;Mexico;MX;;Yucatán;minor;6269;6269
;;Ciudad de Huitzuco;18.3;-99.35;Mexico;MX;12;Guerrero;minor;16025;16025
;;La Manzanilla de la Paz;20.005;-103.1546;Mexico;MX;;Jalisco;minor;;
;;La Resolana;19.6031;-104.4362;Mexico;MX;;Jalisco;minor;21584;21584
;;Santa María Yucuhiti;17.0167;-97.7667;Mexico;MX;;Oaxaca;minor;6048;6048
;;Magdalena Tequisistlán;16.3992;-95.6033;Mexico;MX;;Oaxaca;minor;6038;6038
;;San Antonino Castillo Velasco;16.8031;-96.6839;Mexico;MX;;Oaxaca;minor;6009;6009
;;San Miguel Panixtlahuaca;16.2597;-97.3781;Mexico;MX;;Oaxaca;minor;5930;5930
;;Mapimí;25.8331;-103.8478;Mexico;MX;;Durango;minor;5623;5623
;;Dzilam González;21.28;-88.9292;Mexico;MX;;Yucatán;minor;5875;5875
;;Los Reyes;18.6743;-97.0385;Mexico;MX;;Veracruz;minor;5830;5830
;;Guadalupe y Calvo;26.095;-106.9644;Mexico;MX;8;Chihuahua;minor;5816;5816
;;Sahuaripa;29.05;-109.2333;Mexico;MX;;Sonora;minor;5792;4041
;;Tancoco;21.2861;-97.7906;Mexico;MX;;Veracruz;minor;5792;5792
;;Tatatila;19.7;-97.1167;Mexico;MX;;Veracruz;minor;5767;5767
;;San Juan Ñumí;17.4;-97.7;Mexico;MX;;Oaxaca;minor;5747;5747
;;Colipa;19.9167;-96.7;Mexico;MX;;Veracruz;minor;5718;5718
;;Tixpehual;20.9778;-89.4417;Mexico;MX;;Yucatán;minor;5690;5690
;;Lagos de Moreno;21.3564;-101.9292;Mexico;MX;;Jalisco;minor;164981;164981
;;Magdalena;20.9092;-103.9803;Mexico;MX;;Jalisco;minor;22643;22643
;;Nazas;25.2246;-104.1146;Mexico;MX;;Durango;minor;;
;;Tarimoro;20.2886;-100.7581;Mexico;MX;;Guanajuato;minor;;
;;Rosales;28.2;-105.55;Mexico;MX;8;Chihuahua;minor;5570;5570
;;Panindícuaro;19.9828;-101.7606;Mexico;MX;;Michoacán de Ocampo;minor;5565;5565
;;Sotuta;20.5968;-89.0082;Mexico;MX;;Yucatán;minor;5548;5548
;;San Nicolás Tolentino;22.2489;-100.5525;Mexico;MX;;San Luis Potosí;minor;5547;5547
;;Mascota;20.5261;-104.7878;Mexico;MX;;Jalisco;minor;;
;;Xoxocotla;18.65;-97.15;Mexico;MX;;Veracruz;minor;5446;5446
;;San Simón de Guerrero;19.0225;-100.0067;Mexico;MX;;México;minor;5408;5408
;;Palo Alto;21.9167;-101.9667;Mexico;MX;1;Aguascalientes;minor;5399;5399
;;Mazamitla;19.9161;-103.0203;Mexico;MX;;Jalisco;minor;;
;;General Bravo;25.8;-99.1667;Mexico;MX;;Nuevo León;minor;5385;5385
;;Ixtapangajoya;17.4972;-93.0017;Mexico;MX;7;Chiapas;minor;5384;5384
;;Mexticacán;21.2659;-102.7783;Mexico;MX;;Jalisco;minor;;
;;Totontepec Villa de Morelos;17.2567;-96.0269;Mexico;MX;;Oaxaca;minor;5361;5361
;;Acula;18.5167;-95.7833;Mexico;MX;;Veracruz;minor;5350;5350
;;San Andrés Huayápam;17.1;-96.6667;Mexico;MX;;Oaxaca;minor;5336;5336
;;Gómez Farías;29.3583;-107.7361;Mexico;MX;8;Chihuahua;minor;5330;5330
;;Lampazos de Naranjo;27.025;-100.5056;Mexico;MX;;Nuevo León;minor;5305;5305
;;Nombre de Dios;23.85;-104.2333;Mexico;MX;;Durango;minor;5302;5302
;;Benjamín Hill;30.1667;-111.1;Mexico;MX;;Sonora;minor;5285;5285
;;Texhuacán;18.6167;-97.0333;Mexico;MX;;Veracruz;minor;5284;5284
;;Nuevo Ideal;24.8875;-105.0728;Mexico;MX;;Durango;minor;10876;10876
;;Tlilapan;18.8;-97.1;Mexico;MX;;Veracruz;minor;5258;5258
;;Panabá;21.2964;-88.2706;Mexico;MX;;Yucatán;minor;5232;5232
;;San Cristóbal Amatlán;16.3167;-96.4;Mexico;MX;;Oaxaca;minor;5148;5148
;;Otaéz;24.7003;-105.9957;Mexico;MX;;Durango;minor;;
;;Tierra Blanca;21.1011;-100.1578;Mexico;MX;;Guanajuato;minor;14515;14515
;;Ocampo;22.8444;-99.3358;Mexico;MX;;Tamaulipas;minor;5095;5095
;;Teojomulco;16.6;-97.2333;Mexico;MX;;Oaxaca;minor;5093;5093
;;Angostura;25.3653;-108.1622;Mexico;MX;;Sinaloa;minor;5086;5086
;;San Jerónimo Coatlán;16.2333;-96.8667;Mexico;MX;;Oaxaca;minor;5019;5019
;;Jalcomulco;19.3333;-96.7667;Mexico;MX;;Veracruz;minor;5006;5006
;;Erongarícuaro;19.5833;-101.7167;Mexico;MX;;Michoacán de Ocampo;minor;5000;5000
;;Apozol;21.4667;-103.0833;Mexico;MX;;Zacatecas;minor;5000;5000
;;Chicoasén;16.9661;-93.105;Mexico;MX;7;Chiapas;minor;5000;5000
;;Santiago Tetepec;16.3333;-97.75;Mexico;MX;;Oaxaca;minor;4994;4994
;;Coatecas Altas;16.5392;-96.6689;Mexico;MX;;Oaxaca;minor;4823;4823
;;Santo Domingo Tepuxtepec;16.95;-96.05;Mexico;MX;;Oaxaca;minor;4815;4815
;;Mier;26.4306;-99.1486;Mexico;MX;;Tamaulipas;minor;4762;4762
;;Santa Cruz Xitla;16.3167;-96.6667;Mexico;MX;;Oaxaca;minor;4754;4754
;;Alto Lucero;19.6167;-96.7333;Mexico;MX;;Veracruz;minor;4693;4693
;;Otatitlán;18.1772;-96.0342;Mexico;MX;;Veracruz;minor;4659;4659
;;Huitzilac;19.0283;-99.2672;Mexico;MX;;Morelos;minor;4568;4568
;;Magdalena Teitipac;16.9;-96.55;Mexico;MX;;Oaxaca;minor;4563;4563
;;Chucándiro;19.9003;-101.3317;Mexico;MX;;Michoacán de Ocampo;minor;4559;4559
;;Naranjal;18.8122;-96.9621;Mexico;MX;;Veracruz;minor;4559;4559
;;Santa María Mixtequilla;16.3737;-95.2605;Mexico;MX;;Oaxaca;minor;4555;4555
;;Baca;21.1092;-89.3986;Mexico;MX;;Yucatán;minor;4553;4553
;;San Ignacio;23.9367;-106.4275;Mexico;MX;;Sinaloa;minor;4543;4543
;;San Pedro Atoyac;16.5;-97.9833;Mexico;MX;;Oaxaca;minor;4539;4539
;;Asientos;22.2397;-102.0889;Mexico;MX;1;Aguascalientes;minor;4517;4517
;;Texcalyacac;19.1542;-99.4819;Mexico;MX;;México;minor;4514;4514
;;Nueva Ciudad Guerrero;26.5661;-99.2272;Mexico;MX;;Tamaulipas;minor;4477;4312
;;Santa Catarina Mechoacán;16.336;-97.8368;Mexico;MX;;Oaxaca;minor;4460;4460
;;Ayoquezco de Aldama;16.6833;-96.7833;Mexico;MX;;Oaxaca;minor;4418;4418
;;San Bartolomé Ayautla;18.0333;-96.6667;Mexico;MX;;Oaxaca;minor;4415;4415
;;Nadadores;27.0633;-101.5936;Mexico;MX;5;Coahuila de Zaragoza;minor;;
;;Santiago Chazumba;18.1889;-97.6806;Mexico;MX;;Oaxaca;minor;4371;4371
;;San Agustín Yatareni;17.0833;-96.6667;Mexico;MX;;Oaxaca;minor;4334;4334
;;Mina;26.0167;-100.5167;Mexico;MX;;Nuevo León;minor;4309;4309
;;Tamazola;17.6667;-98.2167;Mexico;MX;;Oaxaca;minor;4250;4250
;;El Oro;26.8592;-105.8475;Mexico;MX;8;Chihuahua;minor;4249;4249
;;San Pablo Coatlán;16.2167;-96.7833;Mexico;MX;;Oaxaca;minor;4245;4245
;;Mezquitic;22.39;-103.7281;Mexico;MX;;Jalisco;minor;;
;;Valle de Allende;26.9333;-105.4;Mexico;MX;8;Chihuahua;minor;4185;4185
;;Mixtlán;20.3667;-104.25;Mexico;MX;;Jalisco;minor;3526;3526
;;Santiago Textitlán;16.7028;-97.2806;Mexico;MX;;Oaxaca;minor;4170;4170
;;Castillo de Teayo;20.75;-97.6333;Mexico;MX;;Veracruz;minor;4159;4159
;;Eloxochitlán de Flores Magón;18.1764;-96.875;Mexico;MX;;Oaxaca;minor;4135;4135
;;Nuevo México;20.75;-103.433;Mexico;MX;;Jalisco;;42246;42246
;;Peñón Blanco;24.7833;-104.0333;Mexico;MX;;Durango;minor;5271;5271
;;San Agustín Chayuco;16.4;-97.8;Mexico;MX;;Oaxaca;minor;4099;4099
;;Santiago Huajolotitlán;17.8256;-97.7314;Mexico;MX;;Oaxaca;minor;4083;4083
;;Chicxulub Pueblo;21.1364;-89.5167;Mexico;MX;;Yucatán;minor;4080;4080
;;Minatitlán;19.3833;-104.05;Mexico;MX;6;Colima;minor;4009;4009
;;Santiago Apostol;16.8167;-96.7167;Mexico;MX;;Oaxaca;minor;3995;3995
;;Hueypoxtla;19.9;-99.0833;Mexico;MX;;Morelos;minor;3989;3989
;;Xpujil;18.5056;-89.3972;Mexico;MX;4;Campeche;minor;3984;3984
;;Coahuayutla de Guerrero;18.3167;-101.8167;Mexico;MX;12;Guerrero;minor;1373;1373
;;Constancia del Rosario;17.0333;-97.9333;Mexico;MX;;Oaxaca;minor;3947;3947
;;San Vicente Coatlán;16.3833;-96.85;Mexico;MX;;Oaxaca;minor;3923;3923
;;Santa Catarina Loxicha;16.0667;-96.75;Mexico;MX;;Oaxaca;minor;3905;3905
;;Ocotlán;20.3553;-102.7736;Mexico;MX;;Jalisco;minor;;
;;Chumatlán;20.2;-97.6;Mexico;MX;;Veracruz;minor;3880;3880
;;Timucuy;20.8106;-89.5133;Mexico;MX;;Yucatán;minor;3872;3872
;;Santa Lucía Ocotlán;16.7411;-96.6808;Mexico;MX;;Oaxaca;minor;3855;3855
;;San Francisco Lachigoló;17;-96.6;Mexico;MX;;Oaxaca;minor;3854;3854
;;Huayacocotla;20.55;-98.4833;Mexico;MX;;Veracruz;minor;3847;3847
;;Tapalapa;17.1833;-93.1;Mexico;MX;7;Chiapas;minor;3839;3839
;;Tlacotepec de Mejía;19.2;-96.8333;Mexico;MX;;Veracruz;minor;3833;3833
;;Ocampo;19.5831;-100.3389;Mexico;MX;;Michoacán de Ocampo;minor;3799;3799
;;Chalchihuites;23.4761;-103.8806;Mexico;MX;;Zacatecas;minor;3799;3799
;;Sucilá;21.1544;-88.3136;Mexico;MX;;Yucatán;minor;3785;3785
;;Ojuelos de Jalisco;21.8642;-101.5933;Mexico;MX;;Jalisco;minor;11881;11881
;;Santa Ana Zegache;16.8667;-96.7333;Mexico;MX;;Oaxaca;minor;3773;3773
;;Bustamante;26.5333;-100.5;Mexico;MX;;Nuevo León;minor;3773;3773
;;Papalotla;19.5622;-98.8578;Mexico;MX;;México;minor;3766;3766
;;Ixil;21.1522;-89.4822;Mexico;MX;;Yucatán;minor;3728;3728
;;Badiraguato;25.3631;-107.5517;Mexico;MX;;Sinaloa;minor;3725;3725
;;Santiago Astata;15.9833;-95.6667;Mexico;MX;;Oaxaca;minor;3708;3708
;;Santo Tomás Ocotepec;17.15;-97.75;Mexico;MX;;Oaxaca;minor;3705;3705
;;Pihuamo;19.2537;-103.3792;Mexico;MX;;Jalisco;minor;;
;;Nava;28.4214;-100.7675;Mexico;MX;5;Coahuila de Zaragoza;minor;22192;22192
;;San Miguel Tlacamama;16.4167;-98.0667;Mexico;MX;;Oaxaca;minor;3662;3662
;;San Luis Amatlán;16.3833;-96.5;Mexico;MX;;Oaxaca;minor;3642;3642
;;Santo Tomás Jalieza;16.8447;-96.6706;Mexico;MX;;Oaxaca;minor;3617;3617
;;San Mateo Yoloxochitlán;18.1422;-96.8681;Mexico;MX;;Oaxaca;minor;3614;3614
;;San Esteban Atatlahuca;17.0664;-97.6775;Mexico;MX;;Oaxaca;minor;3596;3596
;;Tepeyahualco;18.8162;-97.8777;Mexico;MX;;Puebla;minor;3534;3534
;;Poncitlán;20.3796;-102.9256;Mexico;MX;;Jalisco;minor;;
;;Ignacio Zaragoza;29.6433;-107.7639;Mexico;MX;8;Chihuahua;minor;3518;3518
;;San Jerónimo Xayacatlán;18.2333;-97.9167;Mexico;MX;;Puebla;minor;3441;3441
